shipments,trackstart,trackend,day,volume
Company_B_1_11,10,2,5,0
Company_B_1_11,10,3,5,0
Company_B_1_11,10,3,7,0
Company_B_1_11,10,3,14,0
Company_B_1_11,10,4,6,6
Company_B_1_11,10,4,8,0
Company_B_1_11,10,4,12,0
Company_B_1_11,10,5,7,0
Company_B_1_11,10,5,14,0
Company_B_1_11,10,6,7,0
Company_B_1_11,10,6,9,9
Company_B_1_11,10,6,15,0
Company_B_1_11,10,7,13,0
Company_B_1_11,10,8,9,10
Company_B_1_11,10,9,10,10
Company_B_1_11,10,10,11,0
Company_B_1_11,10,12,15,0
Company_B_1_11,10,13,14,0
Company_B_1_11,10,14,15,0
Company_B_1_11,11,1,3,0
Company_B_1_11,11,1,4,0
Company_B_1_11,11,1,8,0
Company_B_1_11,11,2,5,0
Company_B_1_11,11,3,5,0
Company_B_1_11,11,3,7,0
Company_B_1_11,11,3,14,0
Company_B_1_11,11,4,6,0
Company_B_1_11,11,4,8,0
Company_B_1_11,11,4,12,0
Company_B_1_11,11,5,7,0
Company_B_1_11,11,5,14,0
Company_B_1_11,11,6,7,0
Company_B_1_11,11,6,9,6
Company_B_1_11,11,6,15,0
Company_B_1_11,11,7,13,0
Company_B_1_11,11,8,9,1
Company_B_1_11,11,9,10,19
Company_B_1_11,11,10,11,10
Company_B_1_11,11,12,15,0
Company_B_1_11,11,13,14,0
Company_B_1_11,11,14,15,0
Company_B_1_11,12,1,3,0
Company_B_1_11,12,1,4,0
Company_B_1_11,12,1,8,0
Company_B_1_11,12,2,5,0
Company_B_1_11,12,3,5,0
Company_B_1_11,12,3,7,0
Company_B_1_11,12,3,14,0
Company_B_1_11,12,4,6,0
Company_B_1_11,12,4,8,0
Company_B_1_11,12,4,12,0
Company_B_1_11,12,5,7,0
Company_B_1_11,12,5,14,0
Company_B_1_11,12,6,7,0
Company_B_1_11,12,6,9,0
Company_B_1_11,12,6,15,0
Company_B_1_11,12,7,13,0
Company_B_1_11,12,8,9,0
Company_B_1_11,12,9,10,7
Company_B_1_11,12,10,11,19
Company_B_1_11,12,12,15,0
Company_B_1_11,12,13,14,0
Company_B_1_11,12,14,15,0
Company_B_1_11,13,1,3,0
Company_B_1_11,13,1,4,0
Company_B_1_11,13,1,8,0
Company_B_1_11,13,2,5,0
Company_B_1_11,13,3,5,0
Company_B_1_11,13,3,7,0
Company_B_1_11,13,3,14,0
Company_B_1_11,13,4,6,0
Company_B_1_11,13,4,8,0
Company_B_1_11,13,4,12,0
Company_B_1_11,13,5,7,0
Company_B_1_11,13,5,14,0
Company_B_1_11,13,6,7,0
Company_B_1_11,13,6,9,0
Company_B_1_11,13,6,15,0
Company_B_1_11,13,7,13,0
Company_B_1_11,13,8,9,0
Company_B_1_11,13,9,10,0
Company_B_1_11,13,10,11,7
Company_B_1_11,13,12,15,0
Company_B_1_11,13,13,14,0
Company_B_1_11,13,14,15,0
Company_B_1_11,14,1,3,0
Company_B_1_11,14,1,4,0
Company_B_1_11,14,1,8,0
Company_B_1_11,14,2,5,0
Company_B_1_11,14,3,5,0
Company_B_1_11,14,3,7,0
Company_B_1_11,14,3,14,0
Company_B_1_11,14,4,6,0
Company_B_1_11,14,4,8,0
Company_B_1_11,14,4,12,0
Company_B_1_11,14,5,7,0
Company_B_1_11,14,5,14,0
Company_B_1_11,14,6,7,0
Company_B_1_11,14,6,9,0
Company_B_1_11,14,6,15,0
Company_B_1_11,14,7,13,0
Company_B_1_11,14,8,9,0
Company_B_1_11,14,9,10,0
Company_B_1_11,14,10,11,0
Company_B_1_11,14,12,15,0
Company_B_1_11,14,13,14,0
Company_B_1_11,14,14,15,0
Company_C_13_8,1,1,3,0
Company_C_13_8,1,1,4,0
Company_C_13_8,1,1,8,0
Company_C_13_8,1,2,5,0
Company_C_13_8,1,3,5,0
Company_C_13_8,1,3,7,0
Company_C_13_8,1,3,14,0
Company_C_13_8,1,4,6,0
Company_C_13_8,1,4,8,0
Company_C_13_8,1,4,12,0
Company_C_13_8,1,5,7,0
Company_C_13_8,1,5,14,0
Company_C_13_8,1,6,7,0
Company_C_13_8,1,6,9,0
Company_C_13_8,1,6,15,0
Company_C_13_8,1,7,13,0
Company_C_13_8,1,8,9,0
Company_C_13_8,1,9,10,0
Company_C_13_8,1,10,11,0
Company_C_13_8,1,12,15,0
Company_C_13_8,1,13,14,0
Company_C_13_8,1,14,15,0
Company_C_13_8,2,1,3,0
Company_C_13_8,2,1,4,0
Company_C_13_8,2,1,8,0
Company_C_13_8,2,2,5,0
Company_C_13_8,2,3,5,0
Company_C_13_8,2,3,7,0
Company_C_13_8,2,3,14,0
Company_C_13_8,2,4,6,0
Company_C_13_8,2,4,8,0
Company_C_13_8,2,4,12,0
Company_C_13_8,2,5,7,0
Company_C_13_8,2,5,14,0
Company_C_13_8,2,6,7,0
Company_C_13_8,2,6,9,0
Company_C_13_8,2,6,15,0
Company_C_13_8,2,7,13,0
Company_C_13_8,2,8,9,0
Company_C_13_8,2,9,10,0
Company_C_13_8,2,10,11,0
Company_C_13_8,2,12,15,0
Company_C_13_8,2,13,14,0
Company_C_13_8,2,14,15,0
Company_C_13_8,3,1,3,0
Company_C_13_8,3,1,4,0
Company_C_13_8,3,1,8,0
Company_C_13_8,3,2,5,0
Company_C_13_8,3,3,5,0
Company_C_13_8,3,3,7,0
Company_C_13_8,3,3,14,0
Company_C_13_8,3,4,6,0
Company_C_13_8,3,4,8,0
Company_C_13_8,3,4,12,0
Company_C_13_8,3,5,7,0
Company_C_13_8,3,5,14,0
Company_C_13_8,3,6,7,0
Company_C_13_8,3,6,9,0
Company_C_13_8,3,6,15,0
Company_C_13_8,3,7,13,0
Company_C_13_8,3,8,9,0
Company_C_13_8,3,9,10,0
Company_C_13_8,3,10,11,0
Company_C_13_8,3,12,15,0
Company_C_13_8,3,13,14,0
Company_C_13_8,3,14,15,0
Company_C_13_8,4,1,3,0
Company_C_13_8,4,1,4,0
Company_C_13_8,4,1,8,0
Company_C_13_8,4,2,5,0
Company_C_13_8,4,3,5,0
Company_C_13_8,4,3,7,0
Company_C_13_8,4,3,14,0
Company_C_13_8,4,4,6,0
Company_C_13_8,4,4,8,0
Company_C_13_8,4,4,12,0
Company_C_13_8,4,5,7,0
Company_C_13_8,4,5,14,0
Company_C_13_8,4,6,7,0
Company_C_13_8,4,6,9,0
Company_C_13_8,4,6,15,0
Company_C_13_8,4,7,13,0
Company_C_13_8,4,8,9,0
Company_C_13_8,4,9,10,0
Company_C_13_8,4,10,11,0
Company_C_13_8,4,12,15,0
Company_C_13_8,4,13,14,0
Company_C_13_8,4,14,15,0
Company_C_13_8,5,1,3,0
Company_C_13_8,5,1,4,0
Company_C_13_8,5,1,8,0
Company_C_13_8,5,2,5,0
Company_C_13_8,5,3,5,0
Company_C_13_8,5,3,7,0
Company_C_13_8,5,3,14,0
Company_C_13_8,5,4,6,0
Company_C_13_8,5,4,8,0
Company_C_13_8,5,4,12,0
Company_C_13_8,5,5,7,0
Company_C_13_8,5,5,14,0
Company_C_13_8,5,6,7,0
Company_C_13_8,5,6,9,0
Company_C_13_8,5,6,15,0
Company_C_13_8,5,7,13,0
Company_C_13_8,5,8,9,0
Company_C_13_8,5,9,10,0
Company_C_13_8,5,10,11,0
Company_C_13_8,5,12,15,0
Company_C_13_8,5,13,14,0
Company_C_13_8,5,14,15,0
Company_C_13_8,6,1,3,0
Company_C_13_8,6,1,4,0
Company_C_13_8,6,1,8,0
Company_C_13_8,6,2,5,0
Company_C_13_8,6,3,5,0
Company_C_13_8,6,3,7,0
Company_C_13_8,6,3,14,0
Company_C_13_8,6,4,6,0
Company_C_13_8,6,4,8,0
Company_C_13_8,6,4,12,0
Company_C_13_8,6,5,7,0
Company_C_13_8,6,5,14,0
Company_C_13_8,6,6,7,0
Company_C_13_8,6,6,9,0
Company_C_13_8,6,6,15,0
Company_C_13_8,6,7,13,0
Company_C_13_8,6,8,9,0
Company_C_13_8,6,9,10,0
Company_C_13_8,6,10,11,0
Company_C_13_8,6,12,15,0
Company_C_13_8,6,13,14,0
Company_C_13_8,6,14,15,0
Company_C_13_8,7,1,3,0
Company_C_13_8,7,1,4,0
Company_C_13_8,7,1,8,0
Company_C_13_8,7,2,5,0
Company_C_13_8,7,3,5,0
Company_C_13_8,7,3,7,0
Company_C_13_8,7,3,14,0
Company_C_13_8,7,4,6,0
Company_C_13_8,7,4,8,0
Company_C_13_8,7,4,12,0
Company_C_13_8,7,5,7,0
Company_C_13_8,7,5,14,0
Company_C_13_8,7,6,7,0
Company_C_13_8,7,6,9,0
Company_C_13_8,7,6,15,0
Company_C_13_8,7,7,13,0
Company_C_13_8,7,8,9,0
Company_C_13_8,7,9,10,0
Company_C_13_8,7,10,11,0
Company_C_13_8,7,12,15,0
Company_C_13_8,7,13,14,1
Company_C_13_8,7,14,15,0
Company_C_13_8,8,1,3,0
Company_C_13_8,8,1,4,0
Company_C_13_8,8,1,8,0
Company_C_13_8,8,2,5,0
Company_C_13_8,8,3,5,0
Company_C_13_8,8,3,7,0
Company_C_13_8,8,3,14,0
Company_C_13_8,8,4,6,0
Company_C_13_8,8,4,8,10
Company_C_13_8,8,4,12,0
Company_C_13_8,8,5,7,0
Company_C_13_8,8,5,14,0
Company_C_13_8,8,6,7,0
Company_C_13_8,8,6,9,0
Company_C_13_8,8,6,15,0
Company_C_13_8,8,7,13,0
Company_C_13_8,8,8,9,0
Company_C_13_8,8,9,10,0
Company_C_13_8,8,10,11,0
Company_C_13_8,8,12,15,0
Company_C_13_8,8,13,14,0
Company_C_13_8,8,14,15,0
Company_C_13_8,9,1,3,0
Company_C_13_8,9,1,4,0
Company_C_13_8,9,1,8,0
Company_C_13_8,9,2,5,0
Company_C_13_8,9,3,5,0
Company_C_13_8,9,3,7,0
Company_C_13_8,9,3,14,0
Company_C_13_8,9,4,6,0
Company_C_13_8,9,4,8,10
Company_C_13_8,9,4,12,0
Company_C_13_8,9,5,7,0
Company_C_13_8,9,5,14,0
Company_C_13_8,9,6,7,0
Company_C_13_8,9,6,9,0
Company_C_13_8,9,6,15,0
Company_C_13_8,9,7,13,0
Company_C_13_8,9,8,9,0
Company_C_13_8,9,9,10,0
Company_C_13_8,9,10,11,0
Company_C_13_8,9,12,15,0
Company_C_13_8,9,13,14,3
Company_C_13_8,9,14,15,0
Company_C_13_8,10,1,3,0
Company_C_13_8,10,1,4,0
Company_C_13_8,10,1,8,2
Company_C_13_8,10,2,5,0
Company_C_13_8,10,3,5,0
Company_C_13_8,10,3,7,0
Company_C_13_8,10,3,14,0
Company_C_13_8,10,4,6,0
Company_C_13_8,10,4,8,1
Company_C_13_8,10,4,12,0
Company_C_13_8,10,5,7,0
Company_C_13_8,10,5,14,0
Company_C_13_8,10,6,7,0
Company_C_13_8,10,6,9,0
Company_C_13_8,10,6,15,0
Company_C_13_8,10,7,13,0
Company_C_13_8,10,8,9,0
Company_C_13_8,10,9,10,0
Company_C_13_8,10,10,11,0
Company_C_13_8,10,12,15,0
Company_C_13_8,10,13,14,4
Company_C_13_8,10,14,15,0
Company_C_13_8,11,1,3,0
Company_C_13_8,11,1,4,0
Company_C_13_8,11,1,8,0
Company_C_13_8,11,2,5,0
Company_C_13_8,11,3,5,0
Company_C_13_8,11,3,7,0
Company_C_13_8,11,3,14,0
Company_C_13_8,11,4,6,0
Company_C_13_8,11,4,8,3
Company_C_13_8,11,4,12,0
Company_C_13_8,11,5,7,0
Company_C_13_8,11,5,14,0
Company_C_13_8,11,6,7,0
Company_C_13_8,11,6,9,3
Company_C_13_8,11,6,15,0
Company_C_13_8,11,7,13,0
Company_C_13_8,11,8,9,0
Company_C_13_8,11,9,10,0
Company_C_13_8,11,10,11,0
Company_C_13_8,11,12,15,0
Company_C_13_8,11,13,14,0
Company_C_13_8,11,14,15,0
Company_C_13_8,12,1,3,0
Company_C_13_8,12,1,4,0
Company_C_13_8,12,1,8,3
Company_C_13_8,12,2,5,0
Company_C_13_8,12,3,5,0
Company_C_13_8,12,3,7,0
Company_C_13_8,12,3,14,0
Company_C_13_8,12,4,6,0
Company_C_13_8,12,4,8,1
Company_C_13_8,12,4,12,0
Company_C_13_8,12,5,7,0
Company_C_13_8,12,5,14,0
Company_C_13_8,12,6,7,0
Company_C_13_8,12,6,9,1
Company_C_13_8,12,6,15,0
Company_C_13_8,12,7,13,0
Company_C_13_8,12,8,9,0
Company_C_13_8,12,9,10,0
Company_C_13_8,12,10,11,0
Company_C_13_8,12,12,15,0
Company_C_13_8,12,13,14,0
Company_C_13_8,12,14,15,0
Company_C_13_8,13,1,3,0
Company_C_13_8,13,1,4,0
Company_C_13_8,13,1,8,5
Company_C_13_8,13,2,5,0
Company_C_13_8,13,3,5,0
Company_C_13_8,13,3,7,0
Company_C_13_8,13,3,14,0
Company_C_13_8,13,4,6,0
Company_C_13_8,13,4,8,3
Company_C_13_8,13,4,12,0
Company_C_13_8,13,5,7,0
Company_C_13_8,13,5,14,0
Company_C_13_8,13,6,7,0
Company_C_13_8,13,6,9,0
Company_C_13_8,13,6,15,0
Company_C_13_8,13,7,13,0
Company_C_13_8,13,8,9,0
Company_C_13_8,13,9,10,0
Company_C_13_8,13,10,11,0
Company_C_13_8,13,12,15,0
Company_C_13_8,13,13,14,0
Company_C_13_8,13,14,15,0
Company_C_13_8,14,1,3,0
Company_C_13_8,14,1,4,0
Company_C_13_8,14,1,8,0
Company_C_13_8,14,2,5,0
Company_C_13_8,14,3,5,0
Company_C_13_8,14,3,7,0
Company_C_13_8,14,3,14,0
Company_C_13_8,14,4,6,0
Company_C_13_8,14,4,8,0
Company_C_13_8,14,4,12,0
Company_C_13_8,14,5,7,0
Company_C_13_8,14,5,14,0
Company_C_13_8,14,6,7,0
Company_C_13_8,14,6,9,0
Company_C_13_8,14,6,15,0
Company_C_13_8,14,7,13,0
Company_C_13_8,14,8,9,0
Company_C_13_8,14,9,10,0
Company_C_13_8,14,10,11,0
Company_C_13_8,14,12,15,0
Company_C_13_8,14,13,14,0
Company_C_13_8,14,14,15,0
Company_C_13_1,1,1,3,0
Company_C_13_1,1,1,4,0
Company_C_13_1,1,1,8,0
Company_C_13_1,1,2,5,0
Company_C_13_1,1,3,5,0
Company_C_13_1,1,3,7,0
Company_C_13_1,1,3,14,0
Company_C_13_1,1,4,6,0
Company_C_13_1,1,4,8,0
Company_C_13_1,1,4,12,0
Company_C_13_1,1,5,7,0
Company_C_13_1,1,5,14,0
Company_C_13_1,1,6,7,0
Company_C_13_1,1,6,9,0
Company_C_13_1,1,6,15,0
Company_C_13_1,1,7,13,0
Company_C_13_1,1,8,9,0
Company_C_13_1,1,9,10,0
Company_C_13_1,1,10,11,0
Company_C_13_1,1,12,15,0
Company_C_13_1,1,13,14,0
Company_C_13_1,1,14,15,0
Company_C_13_1,2,1,3,0
Company_C_13_1,2,1,4,0
Company_C_13_1,2,1,8,0
Company_C_13_1,2,2,5,0
Company_C_13_1,2,3,5,0
Company_C_13_1,2,3,7,0
Company_C_13_1,2,3,14,0
Company_C_13_1,2,4,6,0
Company_C_13_1,2,4,8,0
Company_C_13_1,2,4,12,0
Company_C_13_1,2,5,7,0
Company_C_13_1,2,5,14,0
Company_C_13_1,2,6,7,0
Company_C_13_1,2,6,9,0
Company_C_13_1,2,6,15,0
Company_C_13_1,2,7,13,0
Company_C_13_1,2,8,9,0
Company_C_13_1,2,9,10,0
Company_C_13_1,2,10,11,0
Company_C_13_1,2,12,15,0
Company_C_13_1,2,13,14,0
Company_C_13_1,2,14,15,0
Company_C_13_1,3,1,3,0
Company_C_13_1,3,1,4,0
Company_C_13_1,3,1,8,0
Company_C_13_1,3,2,5,0
Company_C_13_1,3,3,5,0
Company_C_13_1,3,3,7,0
Company_C_13_1,3,3,14,0
Company_C_13_1,3,4,6,0
Company_C_13_1,3,4,8,0
Company_C_13_1,3,4,12,0
Company_C_13_1,3,5,7,0
Company_C_13_1,3,5,14,0
Company_C_13_1,3,6,7,0
Company_C_13_1,3,6,9,0
Company_C_13_1,3,6,15,0
Company_C_13_1,3,7,13,0
Company_C_13_1,3,8,9,0
Company_C_13_1,3,9,10,0
Company_C_13_1,3,10,11,0
Company_C_13_1,3,12,15,0
Company_C_13_1,3,13,14,0
Company_C_13_1,3,14,15,0
Company_C_13_1,4,1,3,0
Company_C_13_1,4,1,4,0
Company_C_13_1,4,1,8,0
Company_C_13_1,4,2,5,0
Company_C_13_1,4,3,5,0
Company_C_13_1,4,3,7,0
Company_C_13_1,4,3,14,0
Company_C_13_1,4,4,6,0
Company_C_13_1,4,4,8,0
Company_C_13_1,4,4,12,0
Company_C_13_1,4,5,7,0
Company_C_13_1,4,5,14,0
Company_C_13_1,4,6,7,0
Company_C_13_1,4,6,9,0
Company_C_13_1,4,6,15,0
Company_C_13_1,4,7,13,0
Company_C_13_1,4,8,9,0
Company_C_13_1,4,9,10,0
Company_C_13_1,4,10,11,0
Company_C_13_1,4,12,15,0
Company_C_13_1,4,13,14,1
Company_C_13_1,4,14,15,0
Company_C_13_1,5,1,3,0
Company_C_13_1,5,1,4,0
Company_C_13_1,5,1,8,0
Company_C_13_1,5,2,5,0
Company_C_13_1,5,3,5,0
Company_C_13_1,5,3,7,0
Company_C_13_1,5,3,14,0
Company_C_13_1,5,4,6,0
Company_C_13_1,5,4,8,0
Company_C_13_1,5,4,12,0
Company_C_13_1,5,5,7,0
Company_C_13_1,5,5,14,0
Company_C_13_1,5,6,7,0
Company_C_13_1,5,6,9,0
Company_C_13_1,5,6,15,0
Company_C_13_1,5,7,13,0
Company_C_13_1,5,8,9,0
Company_C_13_1,5,9,10,0
Company_C_13_1,5,10,11,0
Company_C_13_1,5,12,15,0
Company_C_13_1,5,13,14,5
Company_C_13_1,5,14,15,0
Company_C_13_1,6,1,3,0
Company_C_13_1,6,1,4,0
Company_C_13_1,6,1,8,0
Company_C_13_1,6,2,5,0
Company_C_13_1,6,3,5,0
Company_C_13_1,6,3,7,0
Company_C_13_1,6,3,14,0
Company_C_13_1,6,4,6,0
Company_C_13_1,6,4,8,0
Company_C_13_1,6,4,12,0
Company_C_13_1,6,5,7,0
Company_C_13_1,6,5,14,0
Company_C_13_1,6,6,7,0
Company_C_13_1,6,6,9,0
Company_C_13_1,6,6,15,0
Company_C_13_1,6,7,13,0
Company_C_13_1,6,8,9,0
Company_C_13_1,6,9,10,0
Company_C_13_1,6,10,11,0
Company_C_13_1,6,12,15,0
Company_C_13_1,6,13,14,8
Company_C_13_1,6,14,15,0
Company_C_13_1,7,1,3,0
Company_C_13_1,7,1,4,0
Company_C_13_1,7,1,8,0
Company_C_13_1,7,2,5,0
Company_C_13_1,7,3,5,0
Company_C_13_1,7,3,7,0
Company_C_13_1,7,3,14,0
Company_C_13_1,7,4,6,0
Company_C_13_1,7,4,8,0
Company_C_13_1,7,4,12,0
Company_C_13_1,7,5,7,0
Company_C_13_1,7,5,14,0
Company_C_13_1,7,6,7,0
Company_C_13_1,7,6,9,0
Company_C_13_1,7,6,15,0
Company_C_13_1,7,7,13,0
Company_C_13_1,7,8,9,0
Company_C_13_1,7,9,10,0
Company_C_13_1,7,10,11,0
Company_C_13_1,7,12,15,0
Company_C_13_1,7,13,14,0
Company_C_13_1,7,14,15,0
Company_C_13_1,8,1,3,0
Company_C_13_1,8,1,4,0
Company_C_13_1,8,1,8,0
Company_C_13_1,8,2,5,0
Company_C_13_1,8,3,5,0
Company_C_13_1,8,3,7,0
Company_C_13_1,8,3,14,0
Company_C_13_1,8,4,6,0
Company_C_13_1,8,4,8,0
Company_C_13_1,8,4,12,0
Company_C_13_1,8,5,7,0
Company_C_13_1,8,5,14,0
Company_C_13_1,8,6,7,0
Company_C_13_1,8,6,9,0
Company_C_13_1,8,6,15,0
Company_C_13_1,8,7,13,0
Company_C_13_1,8,8,9,0
Company_C_13_1,8,9,10,0
Company_C_13_1,8,10,11,0
Company_C_13_1,8,12,15,0
Company_C_13_1,8,13,14,0
Company_C_13_1,8,14,15,0
Company_C_13_1,9,1,3,0
Company_C_13_1,9,1,4,0
Company_C_13_1,9,1,8,0
Company_C_13_1,9,2,5,0
Company_C_13_1,9,3,5,0
Company_C_13_1,9,3,7,0
Company_C_13_1,9,3,14,0
Company_C_13_1,9,4,6,0
Company_C_13_1,9,4,8,0
Company_C_13_1,9,4,12,0
Company_C_13_1,9,5,7,0
Company_C_13_1,9,5,14,0
Company_C_13_1,9,6,7,0
Company_C_13_1,9,6,9,0
Company_C_13_1,9,6,15,0
Company_C_13_1,9,7,13,0
Company_C_13_1,9,8,9,0
Company_C_13_1,9,9,10,0
Company_C_13_1,9,10,11,0
Company_C_13_1,9,12,15,0
Company_C_13_1,9,13,14,0
Company_C_13_1,9,14,15,0
Company_C_13_1,10,1,3,0
Company_C_13_1,10,1,4,0
Company_C_13_1,10,1,8,0
Company_C_13_1,10,2,5,0
Company_C_13_1,10,3,5,0
Company_C_13_1,10,3,7,0
Company_C_13_1,10,3,14,0
Company_C_13_1,10,4,6,0
Company_C_13_1,10,4,8,0
Company_C_13_1,10,4,12,0
Company_C_13_1,10,5,7,0
Company_C_13_1,10,5,14,0
Company_C_13_1,10,6,7,0
Company_C_13_1,10,6,9,0
Company_C_13_1,10,6,15,0
Company_C_13_1,10,7,13,0
Company_C_13_1,10,8,9,0
Company_C_13_1,10,9,10,0
Company_C_13_1,10,10,11,0
Company_C_13_1,10,12,15,0
Company_C_13_1,10,13,14,0
Company_C_13_1,10,14,15,0
Company_C_13_1,11,1,3,0
Company_C_13_1,11,1,4,0
Company_C_13_1,11,1,8,0
Company_C_13_1,11,2,5,0
Company_C_13_1,11,3,5,0
Company_C_13_1,11,3,7,0
Company_C_13_1,11,3,14,0
Company_C_13_1,11,4,6,0
Company_C_13_1,11,4,8,0
Company_C_13_1,11,4,12,0
Company_C_13_1,11,5,7,0
Company_C_13_1,11,5,14,0
Company_C_13_1,11,6,7,0
Company_C_13_1,11,6,9,0
Company_C_13_1,11,6,15,0
Company_C_13_1,11,7,13,0
Company_C_13_1,11,8,9,0
Company_C_13_1,11,9,10,0
Company_C_13_1,11,10,11,0
Company_C_13_1,11,12,15,0
Company_C_13_1,11,13,14,0
Company_C_13_1,11,14,15,0
Company_C_13_1,12,1,3,0
Company_C_13_1,12,1,4,0
Company_C_13_1,12,1,8,0
Company_C_13_1,12,2,5,0
Company_C_13_1,12,3,5,0
Company_C_13_1,12,3,7,0
Company_C_13_1,12,3,14,0
Company_C_13_1,12,4,6,0
Company_C_13_1,12,4,8,0
Company_C_13_1,12,4,12,0
Company_C_13_1,12,5,7,0
Company_C_13_1,12,5,14,0
Company_C_13_1,12,6,7,0
Company_C_13_1,12,6,9,0
Company_C_13_1,12,6,15,0
Company_C_13_1,12,7,13,0
Company_C_13_1,12,8,9,0
Company_C_13_1,12,9,10,0
Company_C_13_1,12,10,11,0
Company_C_13_1,12,12,15,0
Company_C_13_1,12,13,14,0
Company_C_13_1,12,14,15,0
Company_C_13_1,13,1,3,0
Company_C_13_1,13,1,4,0
Company_C_13_1,13,1,8,0
Company_C_13_1,13,2,5,0
Company_C_13_1,13,3,5,0
Company_C_13_1,13,3,7,0
Company_C_13_1,13,3,14,0
Company_C_13_1,13,4,6,0
Company_C_13_1,13,4,8,0
Company_C_13_1,13,4,12,0
Company_C_13_1,13,5,7,0
Company_C_13_1,13,5,14,0
Company_C_13_1,13,6,7,0
Company_C_13_1,13,6,9,0
Company_C_13_1,13,6,15,0
Company_C_13_1,13,7,13,0
Company_C_13_1,13,8,9,0
Company_C_13_1,13,9,10,0
Company_C_13_1,13,10,11,0
Company_C_13_1,13,12,15,0
Company_C_13_1,13,13,14,0
Company_C_13_1,13,14,15,0
Company_C_13_1,14,1,3,0
Company_C_13_1,14,1,4,0
Company_C_13_1,14,1,8,0
Company_C_13_1,14,2,5,0
Company_C_13_1,14,3,5,0
Company_C_13_1,14,3,7,0
Company_C_13_1,14,3,14,0
Company_C_13_1,14,4,6,0
Company_C_13_1,14,4,8,0
Company_C_13_1,14,4,12,0
Company_C_13_1,14,5,7,0
Company_C_13_1,14,5,14,0
Company_C_13_1,14,6,7,0
Company_C_13_1,14,6,9,0
Company_C_13_1,14,6,15,0
Company_C_13_1,14,7,13,0
Company_C_13_1,14,8,9,0
Company_C_13_1,14,9,10,0
Company_C_13_1,14,10,11,0
Company_C_13_1,14,12,15,0
Company_C_13_1,14,13,14,0
Company_C_13_1,14,14,15,0
Company_C_13_7,1,1,3,0
Company_C_13_7,1,1,4,0
Company_C_13_7,1,1,8,0
Company_C_13_7,1,2,5,0
Company_C_13_7,1,3,5,0
Company_C_13_7,1,3,7,0
Company_C_13_7,1,3,14,0
Company_C_13_7,1,4,6,0
Company_C_13_7,1,4,8,0
Company_C_13_7,1,4,12,0
Company_C_13_7,1,5,7,0
Company_C_13_7,1,5,14,0
Company_C_13_7,1,6,7,0
Company_C_13_7,1,6,9,0
Company_C_13_7,1,6,15,0
Company_C_13_7,1,7,13,0
Company_C_13_7,1,8,9,0
Company_C_13_7,1,9,10,0
Company_C_13_7,1,10,11,0
Company_C_13_7,1,12,15,0
Company_C_13_7,1,13,14,0
Company_C_13_7,1,14,15,0
Company_C_13_7,2,1,3,0
Company_C_13_7,2,1,4,0
Company_C_13_7,2,1,8,0
Company_C_13_7,2,2,5,0
Company_C_13_7,2,3,5,0
Company_C_13_7,2,3,7,0
Company_C_13_7,2,3,14,0
Company_C_13_7,2,4,6,0
Company_C_13_7,2,4,8,0
Company_C_13_7,2,4,12,0
Company_C_13_7,2,5,7,0
Company_C_13_7,2,5,14,0
Company_C_13_7,2,6,7,0
Company_C_13_7,2,6,9,0
Company_C_13_7,2,6,15,0
Company_C_13_7,2,7,13,0
Company_C_13_7,2,8,9,0
Company_C_13_7,2,9,10,0
Company_C_13_7,2,10,11,0
Company_C_13_7,2,12,15,0
Company_C_13_7,2,13,14,0
Company_C_13_7,2,14,15,0
Company_C_13_7,3,1,3,0
Company_C_13_7,3,1,4,0
Company_C_13_7,3,1,8,0
Company_C_13_7,3,2,5,0
Company_C_13_7,3,3,5,0
Company_C_13_7,3,3,7,0
Company_C_13_7,3,3,14,0
Company_C_13_7,3,4,6,0
Company_C_13_7,3,4,8,0
Company_C_13_7,3,4,12,0
Company_C_13_7,3,5,7,0
Company_C_13_7,3,5,14,0
Company_C_13_7,3,6,7,0
Company_C_13_7,3,6,9,0
Company_C_13_7,3,6,15,0
Company_C_13_7,3,7,13,0
Company_C_13_7,3,8,9,0
Company_C_13_7,3,9,10,0
Company_C_13_7,3,10,11,0
Company_C_13_7,3,12,15,0
Company_C_13_7,3,13,14,0
Company_C_13_7,3,14,15,0
Company_C_13_7,4,1,3,0
Company_C_13_7,4,1,4,0
Company_C_13_7,4,1,8,0
Company_C_13_7,4,2,5,0
Company_C_13_7,4,3,5,0
Company_C_13_7,4,3,7,0
Company_C_13_7,4,3,14,0
Company_C_13_7,4,4,6,0
Company_C_13_7,4,4,8,0
Company_C_13_7,4,4,12,0
Company_C_13_7,4,5,7,0
Company_C_13_7,4,5,14,0
Company_C_13_7,4,6,7,0
Company_C_13_7,4,6,9,0
Company_C_13_7,4,6,15,0
Company_C_13_7,4,7,13,0
Company_C_13_7,4,8,9,0
Company_C_13_7,4,9,10,0
Company_C_13_7,4,10,11,0
Company_C_13_7,4,12,15,0
Company_C_13_7,4,13,14,0
Company_C_13_7,4,14,15,0
Company_C_13_7,5,1,3,0
Company_C_13_7,5,1,4,0
Company_C_13_7,5,1,8,0
Company_C_13_7,5,2,5,0
Company_C_13_7,5,3,5,0
Company_C_13_7,5,3,7,0
Company_C_13_7,5,3,14,0
Company_C_13_7,5,4,6,0
Company_C_13_7,5,4,8,0
Company_C_13_7,5,4,12,0
Company_C_13_7,5,5,7,0
