shipments,trackstart,trackend,day,volume
Company_C_13_7,5,5,14,0
Company_C_13_7,5,6,7,0
Company_C_13_7,5,6,9,0
Company_C_13_7,5,6,15,0
Company_C_13_7,5,7,13,0
Company_C_13_7,5,8,9,0
Company_C_13_7,5,9,10,0
Company_C_13_7,5,10,11,0
Company_C_13_7,5,12,15,0
Company_C_13_7,5,13,14,0
Company_C_13_7,5,14,15,0
Company_C_13_7,6,1,3,0
Company_C_13_7,6,1,4,0
Company_C_13_7,6,1,8,0
Company_C_13_7,6,2,5,0
Company_C_13_7,6,3,5,0
Company_C_13_7,6,3,7,0
Company_C_13_7,6,3,14,0
Company_C_13_7,6,4,6,0
Company_C_13_7,6,4,8,0
Company_C_13_7,6,4,12,0
Company_C_13_7,6,5,7,0
Company_C_13_7,6,5,14,0
Company_C_13_7,6,6,7,0
Company_C_13_7,6,6,9,0
Company_C_13_7,6,6,15,0
Company_C_13_7,6,7,13,0
Company_C_13_7,6,8,9,0
Company_C_13_7,6,9,10,0
Company_C_13_7,6,10,11,0
Company_C_13_7,6,12,15,0
Company_C_13_7,6,13,14,0
Company_C_13_7,6,14,15,0
Company_C_13_7,7,1,3,0
Company_C_13_7,7,1,4,0
Company_C_13_7,7,1,8,0
Company_C_13_7,7,2,5,0
Company_C_13_7,7,3,5,0
Company_C_13_7,7,3,7,0
Company_C_13_7,7,3,14,0
Company_C_13_7,7,4,6,0
Company_C_13_7,7,4,8,0
Company_C_13_7,7,4,12,0
Company_C_13_7,7,5,7,0
Company_C_13_7,7,5,14,0
Company_C_13_7,7,6,7,0
Company_C_13_7,7,6,9,0
Company_C_13_7,7,6,15,0
Company_C_13_7,7,7,13,0
Company_C_13_7,7,8,9,0
Company_C_13_7,7,9,10,0
Company_C_13_7,7,10,11,0
Company_C_13_7,7,12,15,0
Company_C_13_7,7,13,14,0
Company_C_13_7,7,14,15,0
Company_C_13_7,8,1,3,0
Company_C_13_7,8,1,4,0
Company_C_13_7,8,1,8,0
Company_C_13_7,8,2,5,0
Company_C_13_7,8,3,5,0
Company_C_13_7,8,3,7,0
Company_C_13_7,8,3,14,0
Company_C_13_7,8,4,6,0
Company_C_13_7,8,4,8,0
Company_C_13_7,8,4,12,0
Company_C_13_7,8,5,7,0
Company_C_13_7,8,5,14,0
Company_C_13_7,8,6,7,0
Company_C_13_7,8,6,9,0
Company_C_13_7,8,6,15,0
Company_C_13_7,8,7,13,0
Company_C_13_7,8,8,9,0
Company_C_13_7,8,9,10,0
Company_C_13_7,8,10,11,0
Company_C_13_7,8,12,15,0
Company_C_13_7,8,13,14,0
Company_C_13_7,8,14,15,0
Company_C_13_7,9,1,3,0
Company_C_13_7,9,1,4,0
Company_C_13_7,9,1,8,0
Company_C_13_7,9,2,5,0
Company_C_13_7,9,3,5,0
Company_C_13_7,9,3,7,0
Company_C_13_7,9,3,14,0
Company_C_13_7,9,4,6,0
Company_C_13_7,9,4,8,0
Company_C_13_7,9,4,12,0
Company_C_13_7,9,5,7,0
Company_C_13_7,9,5,14,0
Company_C_13_7,9,6,7,0
Company_C_13_7,9,6,9,0
Company_C_13_7,9,6,15,0
Company_C_13_7,9,7,13,0
Company_C_13_7,9,8,9,0
Company_C_13_7,9,9,10,0
Company_C_13_7,9,10,11,0
Company_C_13_7,9,12,15,0
Company_C_13_7,9,13,14,0
Company_C_13_7,9,14,15,0
Company_C_13_7,10,1,3,0
Company_C_13_7,10,1,4,0
Company_C_13_7,10,1,8,0
Company_C_13_7,10,2,5,0
Company_C_13_7,10,3,5,0
Company_C_13_7,10,3,7,0
Company_C_13_7,10,3,14,0
Company_C_13_7,10,4,6,0
Company_C_13_7,10,4,8,0
Company_C_13_7,10,4,12,0
Company_C_13_7,10,5,7,0
Company_C_13_7,10,5,14,0
Company_C_13_7,10,6,7,0
Company_C_13_7,10,6,9,0
Company_C_13_7,10,6,15,0
Company_C_13_7,10,7,13,0
Company_C_13_7,10,8,9,0
Company_C_13_7,10,9,10,0
Company_C_13_7,10,10,11,0
Company_C_13_7,10,12,15,0
Company_C_13_7,10,13,14,0
Company_C_13_7,10,14,15,0
Company_C_13_7,11,1,3,0
Company_C_13_7,11,1,4,0
Company_C_13_7,11,1,8,0
Company_C_13_7,11,2,5,0
Company_C_13_7,11,3,5,0
Company_C_13_7,11,3,7,0
Company_C_13_7,11,3,14,0
Company_C_13_7,11,4,6,0
Company_C_13_7,11,4,8,0
Company_C_13_7,11,4,12,0
Company_C_13_7,11,5,7,0
Company_C_13_7,11,5,14,0
Company_C_13_7,11,6,7,0
Company_C_13_7,11,6,9,0
Company_C_13_7,11,6,15,0
Company_C_13_7,11,7,13,0
Company_C_13_7,11,8,9,0
Company_C_13_7,11,9,10,0
Company_C_13_7,11,10,11,0
Company_C_13_7,11,12,15,0
Company_C_13_7,11,13,14,0
Company_C_13_7,11,14,15,0
Company_C_13_7,12,1,3,0
Company_C_13_7,12,1,4,0
Company_C_13_7,12,1,8,0
Company_C_13_7,12,2,5,0
Company_C_13_7,12,3,5,0
Company_C_13_7,12,3,7,0
Company_C_13_7,12,3,14,0
Company_C_13_7,12,4,6,0
Company_C_13_7,12,4,8,0
Company_C_13_7,12,4,12,0
Company_C_13_7,12,5,7,0
Company_C_13_7,12,5,14,0
Company_C_13_7,12,6,7,0
Company_C_13_7,12,6,9,0
Company_C_13_7,12,6,15,0
Company_C_13_7,12,7,13,0
Company_C_13_7,12,8,9,0
Company_C_13_7,12,9,10,0
Company_C_13_7,12,10,11,0
Company_C_13_7,12,12,15,0
Company_C_13_7,12,13,14,0
Company_C_13_7,12,14,15,0
Company_C_13_7,13,1,3,0
Company_C_13_7,13,1,4,0
Company_C_13_7,13,1,8,0
Company_C_13_7,13,2,5,0
Company_C_13_7,13,3,5,0
Company_C_13_7,13,3,7,0
Company_C_13_7,13,3,14,0
Company_C_13_7,13,4,6,0
Company_C_13_7,13,4,8,0
Company_C_13_7,13,4,12,0
Company_C_13_7,13,5,7,0
Company_C_13_7,13,5,14,0
Company_C_13_7,13,6,7,0
Company_C_13_7,13,6,9,0
Company_C_13_7,13,6,15,0
Company_C_13_7,13,7,13,0
Company_C_13_7,13,8,9,0
Company_C_13_7,13,9,10,0
Company_C_13_7,13,10,11,0
Company_C_13_7,13,12,15,0
Company_C_13_7,13,13,14,0
Company_C_13_7,13,14,15,0
Company_C_13_7,14,1,3,0
Company_C_13_7,14,1,4,0
Company_C_13_7,14,1,8,0
Company_C_13_7,14,2,5,0
Company_C_13_7,14,3,5,0
Company_C_13_7,14,3,7,0
Company_C_13_7,14,3,14,0
Company_C_13_7,14,4,6,0
Company_C_13_7,14,4,8,0
Company_C_13_7,14,4,12,0
Company_C_13_7,14,5,7,0
Company_C_13_7,14,5,14,0
Company_C_13_7,14,6,7,0
Company_C_13_7,14,6,9,0
Company_C_13_7,14,6,15,0
Company_C_13_7,14,7,13,0
Company_C_13_7,14,8,9,0
Company_C_13_7,14,9,10,0
Company_C_13_7,14,10,11,0
Company_C_13_7,14,12,15,0
Company_C_13_7,14,13,14,0
Company_C_13_7,14,14,15,0
Company_D_5_6,1,1,3,0
Company_D_5_6,1,1,4,0
Company_D_5_6,1,1,8,0
Company_D_5_6,1,2,5,0
Company_D_5_6,1,3,5,0
Company_D_5_6,1,3,7,0
Company_D_5_6,1,3,14,0
Company_D_5_6,1,4,6,0
Company_D_5_6,1,4,8,0
Company_D_5_6,1,4,12,0
Company_D_5_6,1,5,7,0
Company_D_5_6,1,5,14,0
Company_D_5_6,1,6,7,0
Company_D_5_6,1,6,9,0
Company_D_5_6,1,6,15,0
Company_D_5_6,1,7,13,0
Company_D_5_6,1,8,9,0
Company_D_5_6,1,9,10,0
Company_D_5_6,1,10,11,0
Company_D_5_6,1,12,15,0
Company_D_5_6,1,13,14,0
Company_D_5_6,1,14,15,0
Company_D_5_6,2,1,3,0
Company_D_5_6,2,1,4,0
Company_D_5_6,2,1,8,0
Company_D_5_6,2,2,5,0
Company_D_5_6,2,3,5,0
Company_D_5_6,2,3,7,0
Company_D_5_6,2,3,14,0
Company_D_5_6,2,4,6,0
Company_D_5_6,2,4,8,0
Company_D_5_6,2,4,12,0
Company_D_5_6,2,5,7,0
Company_D_5_6,2,5,14,0
Company_D_5_6,2,6,7,0
Company_D_5_6,2,6,9,0
Company_D_5_6,2,6,15,0
Company_D_5_6,2,7,13,0
Company_D_5_6,2,8,9,0
Company_D_5_6,2,9,10,0
Company_D_5_6,2,10,11,0
Company_D_5_6,2,12,15,0
Company_D_5_6,2,13,14,0
Company_D_5_6,2,14,15,0
Company_D_5_6,3,1,3,0
Company_D_5_6,3,1,4,0
Company_D_5_6,3,1,8,0
Company_D_5_6,3,2,5,0
Company_D_5_6,3,3,5,0
Company_D_5_6,3,3,7,0
Company_D_5_6,3,3,14,0
Company_D_5_6,3,4,6,0
Company_D_5_6,3,4,8,0
Company_D_5_6,3,4,12,0
Company_D_5_6,3,5,7,0
Company_D_5_6,3,5,14,0
Company_D_5_6,3,6,7,0
Company_D_5_6,3,6,9,0
Company_D_5_6,3,6,15,0
Company_D_5_6,3,7,13,0
Company_D_5_6,3,8,9,0
Company_D_5_6,3,9,10,0
Company_D_5_6,3,10,11,0
Company_D_5_6,3,12,15,0
Company_D_5_6,3,13,14,0
Company_D_5_6,3,14,15,0
Company_D_5_6,4,1,3,0
Company_D_5_6,4,1,4,0
Company_D_5_6,4,1,8,0
Company_D_5_6,4,2,5,0
Company_D_5_6,4,3,5,0
Company_D_5_6,4,3,7,0
Company_D_5_6,4,3,14,0
Company_D_5_6,4,4,6,0
Company_D_5_6,4,4,8,0
Company_D_5_6,4,4,12,0
Company_D_5_6,4,5,7,0
Company_D_5_6,4,5,14,0
Company_D_5_6,4,6,7,0
Company_D_5_6,4,6,9,0
Company_D_5_6,4,6,15,0
Company_D_5_6,4,7,13,0
Company_D_5_6,4,8,9,0
Company_D_5_6,4,9,10,0
Company_D_5_6,4,10,11,0
Company_D_5_6,4,12,15,0
Company_D_5_6,4,13,14,0
Company_D_5_6,4,14,15,0
Company_D_5_6,5,1,3,0
Company_D_5_6,5,1,4,0
Company_D_5_6,5,1,8,0
Company_D_5_6,5,2,5,0
Company_D_5_6,5,3,5,0
Company_D_5_6,5,3,7,0
Company_D_5_6,5,3,14,0
Company_D_5_6,5,4,6,0
Company_D_5_6,5,4,8,0
Company_D_5_6,5,4,12,0
Company_D_5_6,5,5,7,0
Company_D_5_6,5,5,14,0
Company_D_5_6,5,6,7,0
Company_D_5_6,5,6,9,0
Company_D_5_6,5,6,15,0
Company_D_5_6,5,7,13,0
Company_D_5_6,5,8,9,0
Company_D_5_6,5,9,10,0
Company_D_5_6,5,10,11,0
Company_D_5_6,5,12,15,0
Company_D_5_6,5,13,14,0
Company_D_5_6,5,14,15,0
Company_D_5_6,6,1,3,0
Company_D_5_6,6,1,4,0
Company_D_5_6,6,1,8,0
Company_D_5_6,6,2,5,0
Company_D_5_6,6,3,5,0
Company_D_5_6,6,3,7,0
Company_D_5_6,6,3,14,0
Company_D_5_6,6,4,6,0
Company_D_5_6,6,4,8,0
Company_D_5_6,6,4,12,0
Company_D_5_6,6,5,7,0
Company_D_5_6,6,5,14,0
Company_D_5_6,6,6,7,0
Company_D_5_6,6,6,9,0
Company_D_5_6,6,6,15,0
Company_D_5_6,6,7,13,0
Company_D_5_6,6,8,9,0
Company_D_5_6,6,9,10,0
Company_D_5_6,6,10,11,0
Company_D_5_6,6,12,15,0
Company_D_5_6,6,13,14,0
Company_D_5_6,6,14,15,0
Company_D_5_6,7,1,3,0
Company_D_5_6,7,1,4,0
Company_D_5_6,7,1,8,0
Company_D_5_6,7,2,5,0
Company_D_5_6,7,3,5,0
Company_D_5_6,7,3,7,0
Company_D_5_6,7,3,14,0
Company_D_5_6,7,4,6,0
Company_D_5_6,7,4,8,0
Company_D_5_6,7,4,12,0
Company_D_5_6,7,5,7,0
Company_D_5_6,7,5,14,0
Company_D_5_6,7,6,7,0
Company_D_5_6,7,6,9,0
Company_D_5_6,7,6,15,0
Company_D_5_6,7,7,13,0
Company_D_5_6,7,8,9,0
Company_D_5_6,7,9,10,0
Company_D_5_6,7,10,11,0
Company_D_5_6,7,12,15,0
Company_D_5_6,7,13,14,0
Company_D_5_6,7,14,15,0
Company_D_5_6,8,1,3,0
Company_D_5_6,8,1,4,0
Company_D_5_6,8,1,8,0
Company_D_5_6,8,2,5,0
Company_D_5_6,8,3,5,0
Company_D_5_6,8,3,7,0
Company_D_5_6,8,3,14,0
Company_D_5_6,8,4,6,0
Company_D_5_6,8,4,8,0
Company_D_5_6,8,4,12,0
Company_D_5_6,8,5,7,0
Company_D_5_6,8,5,14,0
Company_D_5_6,8,6,7,0
Company_D_5_6,8,6,9,0
Company_D_5_6,8,6,15,0
Company_D_5_6,8,7,13,0
Company_D_5_6,8,8,9,0
Company_D_5_6,8,9,10,0
Company_D_5_6,8,10,11,0
Company_D_5_6,8,12,15,0
Company_D_5_6,8,13,14,0
Company_D_5_6,8,14,15,0
Company_D_5_6,9,1,3,0
Company_D_5_6,9,1,4,0
Company_D_5_6,9,1,8,0
Company_D_5_6,9,2,5,0
Company_D_5_6,9,3,5,0
Company_D_5_6,9,3,7,0
Company_D_5_6,9,3,14,0
Company_D_5_6,9,4,6,0
Company_D_5_6,9,4,8,0
Company_D_5_6,9,4,12,0
Company_D_5_6,9,5,7,0
Company_D_5_6,9,5,14,2
Company_D_5_6,9,6,7,0
Company_D_5_6,9,6,9,0
Company_D_5_6,9,6,15,0
Company_D_5_6,9,7,13,0
Company_D_5_6,9,8,9,0
Company_D_5_6,9,9,10,0
Company_D_5_6,9,10,11,0
Company_D_5_6,9,12,15,0
Company_D_5_6,9,13,14,0
Company_D_5_6,9,14,15,0
Company_D_5_6,10,1,3,0
Company_D_5_6,10,1,4,0
Company_D_5_6,10,1,8,0
Company_D_5_6,10,2,5,0
Company_D_5_6,10,3,5,0
Company_D_5_6,10,3,7,0
Company_D_5_6,10,3,14,0
Company_D_5_6,10,4,6,0
Company_D_5_6,10,4,8,0
Company_D_5_6,10,4,12,0
Company_D_5_6,10,5,7,0
Company_D_5_6,10,5,14,0
Company_D_5_6,10,6,7,0
Company_D_5_6,10,6,9,0
Company_D_5_6,10,6,15,0
Company_D_5_6,10,7,13,0
Company_D_5_6,10,8,9,0
Company_D_5_6,10,9,10,0
Company_D_5_6,10,10,11,0
Company_D_5_6,10,12,15,0
Company_D_5_6,10,13,14,0
Company_D_5_6,10,14,15,0
Company_D_5_6,11,1,3,0
Company_D_5_6,11,1,4,0
Company_D_5_6,11,1,8,0
Company_D_5_6,11,2,5,0
Company_D_5_6,11,3,5,0
Company_D_5_6,11,3,7,0
Company_D_5_6,11,3,14,0
Company_D_5_6,11,4,6,0
Company_D_5_6,11,4,8,0
Company_D_5_6,11,4,12,0
Company_D_5_6,11,5,7,0
Company_D_5_6,11,5,14,4
Company_D_5_6,11,6,7,0
Company_D_5_6,11,6,9,0
Company_D_5_6,11,6,15,0
Company_D_5_6,11,7,13,0
Company_D_5_6,11,8,9,0
Company_D_5_6,11,9,10,0
Company_D_5_6,11,10,11,0
Company_D_5_6,11,12,15,0
Company_D_5_6,11,13,14,0
Company_D_5_6,11,14,15,0
Company_D_5_6,12,1,3,0
Company_D_5_6,12,1,4,0
Company_D_5_6,12,1,8,0
Company_D_5_6,12,2,5,0
Company_D_5_6,12,3,5,0
Company_D_5_6,12,3,7,0
Company_D_5_6,12,3,14,0
Company_D_5_6,12,4,6,0
Company_D_5_6,12,4,8,0
Company_D_5_6,12,4,12,0
Company_D_5_6,12,5,7,0
Company_D_5_6,12,5,14,0
Company_D_5_6,12,6,7,0
Company_D_5_6,12,6,9,0
Company_D_5_6,12,6,15,0
Company_D_5_6,12,7,13,0
Company_D_5_6,12,8,9,0
Company_D_5_6,12,9,10,0
Company_D_5_6,12,10,11,0
Company_D_5_6,12,12,15,0
Company_D_5_6,12,13,14,0
Company_D_5_6,12,14,15,4
Company_D_5_6,13,1,3,0
Company_D_5_6,13,1,4,0
Company_D_5_6,13,1,8,0
Company_D_5_6,13,2,5,0
Company_D_5_6,13,3,5,0
Company_D_5_6,13,3,7,0
Company_D_5_6,13,3,14,0
Company_D_5_6,13,4,6,0
Company_D_5_6,13,4,8,0
Company_D_5_6,13,4,12,0
Company_D_5_6,13,5,7,0
Company_D_5_6,13,5,14,0
Company_D_5_6,13,6,7,0
Company_D_5_6,13,6,9,0
Company_D_5_6,13,6,15,0
Company_D_5_6,13,7,13,0
Company_D_5_6,13,8,9,0
Company_D_5_6,13,9,10,0
Company_D_5_6,13,10,11,0
Company_D_5_6,13,12,15,0
Company_D_5_6,13,13,14,0
Company_D_5_6,13,14,15,0
Company_D_5_6,14,1,3,0
Company_D_5_6,14,1,4,0
Company_D_5_6,14,1,8,0
Company_D_5_6,14,2,5,0
Company_D_5_6,14,3,5,0
Company_D_5_6,14,3,7,0
Company_D_5_6,14,3,14,0
Company_D_5_6,14,4,6,0
Company_D_5_6,14,4,8,0
Company_D_5_6,14,4,12,0
Company_D_5_6,14,5,7,0
Company_D_5_6,14,5,14,0
Company_D_5_6,14,6,7,0
Company_D_5_6,14,6,9,0
Company_D_5_6,14,6,15,0
Company_D_5_6,14,7,13,0
Company_D_5_6,14,8,9,0
Company_D_5_6,14,9,10,0
Company_D_5_6,14,10,11,0
Company_D_5_6,14,12,15,0
Company_D_5_6,14,13,14,0
Company_D_5_6,14,14,15,0
Company_D_5_10,1,1,3,0
Company_D_5_10,1,1,4,0
Company_D_5_10,1,1,8,0
Company_D_5_10,1,2,5,0
Company_D_5_10,1,3,5,0
Company_D_5_10,1,3,7,0
Company_D_5_10,1,3,14,0
Company_D_5_10,1,4,6,0
Company_D_5_10,1,4,8,0
Company_D_5_10,1,4,12,0
Company_D_5_10,1,5,7,0
Company_D_5_10,1,5,14,0
Company_D_5_10,1,6,7,0
Company_D_5_10,1,6,9,0
Company_D_5_10,1,6,15,0
Company_D_5_10,1,7,13,0
Company_D_5_10,1,8,9,0
Company_D_5_10,1,9,10,0
Company_D_5_10,1,10,11,0
Company_D_5_10,1,12,15,0
Company_D_5_10,1,13,14,0
Company_D_5_10,1,14,15,0
Company_D_5_10,2,1,3,0
Company_D_5_10,2,1,4,0
Company_D_5_10,2,1,8,0
Company_D_5_10,2,2,5,0
Company_D_5_10,2,3,5,0
Company_D_5_10,2,3,7,0
Company_D_5_10,2,3,14,0
Company_D_5_10,2,4,6,0
Company_D_5_10,2,4,8,0
Company_D_5_10,2,4,12,0
Company_D_5_10,2,5,7,0
Company_D_5_10,2,5,14,0
Company_D_5_10,2,6,7,0
Company_D_5_10,2,6,9,0
Company_D_5_10,2,6,15,0
Company_D_5_10,2,7,13,0
Company_D_5_10,2,8,9,0
Company_D_5_10,2,9,10,0
Company_D_5_10,2,10,11,0
Company_D_5_10,2,12,15,0
Company_D_5_10,2,13,14,0
Company_D_5_10,2,14,15,0
Company_D_5_10,3,1,3,0
Company_D_5_10,3,1,4,0
Company_D_5_10,3,1,8,0
Company_D_5_10,3,2,5,0
Company_D_5_10,3,3,5,0
Company_D_5_10,3,3,7,0
Company_D_5_10,3,3,14,0
Company_D_5_10,3,4,6,0
Company_D_5_10,3,4,8,0
Company_D_5_10,3,4,12,0
Company_D_5_10,3,5,7,0
Company_D_5_10,3,5,14,0
Company_D_5_10,3,6,7,0
Company_D_5_10,3,6,9,0
Company_D_5_10,3,6,15,0
Company_D_5_10,3,7,13,0
Company_D_5_10,3,8,9,0
Company_D_5_10,3,9,10,0
Company_D_5_10,3,10,11,0
Company_D_5_10,3,12,15,0
Company_D_5_10,3,13,14,0
Company_D_5_10,3,14,15,0
Company_D_5_10,4,1,3,0
Company_D_5_10,4,1,4,0
Company_D_5_10,4,1,8,0
Company_D_5_10,4,2,5,0
Company_D_5_10,4,3,5,0
Company_D_5_10,4,3,7,0
Company_D_5_10,4,3,14,0
Company_D_5_10,4,4,6,0
Company_D_5_10,4,4,8,0
Company_D_5_10,4,4,12,0
Company_D_5_10,4,5,7,0
Company_D_5_10,4,5,14,0
Company_D_5_10,4,6,7,0
Company_D_5_10,4,6,9,0
Company_D_5_10,4,6,15,0
Company_D_5_10,4,7,13,0
Company_D_5_10,4,8,9,0
Company_D_5_10,4,9,10,0
Company_D_5_10,4,10,11,0
Company_D_5_10,4,12,15,0
Company_D_5_10,4,13,14,0
Company_D_5_10,4,14,15,0
Company_D_5_10,5,1,3,0
Company_D_5_10,5,1,4,0
Company_D_5_10,5,1,8,0
Company_D_5_10,5,2,5,0
Company_D_5_10,5,3,5,0
Company_D_5_10,5,3,7,0
Company_D_5_10,5,3,14,0
Company_D_5_10,5,4,6,0
Company_D_5_10,5,4,8,0
Company_D_5_10,5,4,12,0
Company_D_5_10,5,5,7,0
Company_D_5_10,5,5,14,0
Company_D_5_10,5,6,7,0
Company_D_5_10,5,6,9,0
Company_D_5_10,5,6,15,0
Company_D_5_10,5,7,13,0
Company_D_5_10,5,8,9,0
Company_D_5_10,5,9,10,0
Company_D_5_10,5,10,11,0
Company_D_5_10,5,12,15,0
Company_D_5_10,5,13,14,0
Company_D_5_10,5,14,15,0
Company_D_5_10,6,1,3,0
Company_D_5_10,6,1,4,0
Company_D_5_10,6,1,8,0
Company_D_5_10,6,2,5,0
Company_D_5_10,6,3,5,0
Company_D_5_10,6,3,7,0
Company_D_5_10,6,3,14,0
Company_D_5_10,6,4,6,0
Company_D_5_10,6,4,8,0
Company_D_5_10,6,4,12,0
Company_D_5_10,6,5,7,0
Company_D_5_10,6,5,14,1
Company_D_5_10,6,6,7,0
Company_D_5_10,6,6,9,0
Company_D_5_10,6,6,15,0
Company_D_5_10,6,7,13,0
Company_D_5_10,6,8,9,0
Company_D_5_10,6,9,10,0
Company_D_5_10,6,10,11,0
Company_D_5_10,6,12,15,0
Company_D_5_10,6,13,14,0
Company_D_5_10,6,14,15,0
Company_D_5_10,7,1,3,0
Company_D_5_10,7,1,4,0
Company_D_5_10,7,1,8,7
Company_D_5_10,7,2,5,0
Company_D_5_10,7,3,5,0
Company_D_5_10,7,3,7,3
Company_D_5_10,7,3,14,0
Company_D_5_10,7,4,6,0
Company_D_5_10,7,4,8,0
Company_D_5_10,7,4,12,0
Company_D_5_10,7,5,7,0
Company_D_5_10,7,5,14,4
Company_D_5_10,7,6,7,0
Company_D_5_10,7,6,9,0
Company_D_5_10,7,6,15,0
Company_D_5_10,7,7,13,0
Company_D_5_10,7,8,9,0
Company_D_5_10,7,9,10,0
Company_D_5_10,7,10,11,0
Company_D_5_10,7,12,15,0
Company_D_5_10,7,13,14,0
Company_D_5_10,7,14,15,0
Company_D_5_10,8,1,3,0
Company_D_5_10,8,1,4,0
Company_D_5_10,8,1,8,0
Company_D_5_10,8,2,5,0
Company_D_5_10,8,3,5,0
Company_D_5_10,8,3,7,1
Company_D_5_10,8,3,14,0
Company_D_5_10,8,4,6,0
Company_D_5_10,8,4,8,0
Company_D_5_10,8,4,12,0
Company_D_5_10,8,5,7,1
Company_D_5_10,8,5,14,9
Company_D_5_10,8,6,7,0
Company_D_5_10,8,6,9,0
Company_D_5_10,8,6,15,0
Company_D_5_10,8,7,13,0
Company_D_5_10,8,8,9,7
Company_D_5_10,8,9,10,0
Company_D_5_10,8,10,11,0
Company_D_5_10,8,12,15,0
Company_D_5_10,8,13,14,0
Company_D_5_10,8,14,15,0
Company_D_5_10,9,1,3,0
Company_D_5_10,9,1,4,0
Company_D_5_10,9,1,8,0
Company_D_5_10,9,2,5,0
Company_D_5_10,9,3,5,0
Company_D_5_10,9,3,7,6
Company_D_5_10,9,3,14,0
Company_D_5_10,9,4,6,0
Company_D_5_10,9,4,8,0
Company_D_5_10,9,4,12,0
Company_D_5_10,9,5,7,0
Company_D_5_10,9,5,14,3
Company_D_5_10,9,6,7,0
Company_D_5_10,9,6,9,0
Company_D_5_10,9,6,15,3
Company_D_5_10,9,7,13,0
Company_D_5_10,9,8,9,0
Company_D_5_10,9,9,10,7
Company_D_5_10,9,10,11,0
Company_D_5_10,9,12,15,0
Company_D_5_10,9,13,14,0
Company_D_5_10,9,14,15,0
Company_D_5_10,10,1,3,0
Company_D_5_10,10,1,4,0
Company_D_5_10,10,1,8,0
Company_D_5_10,10,2,5,0
Company_D_5_10,10,3,5,0
Company_D_5_10,10,3,7,0
Company_D_5_10,10,3,14,0
Company_D_5_10,10,4,6,0
Company_D_5_10,10,4,8,0
Company_D_5_10,10,4,12,0
Company_D_5_10,10,5,7,1
Company_D_5_10,10,5,14,0
Company_D_5_10,10,6,7,0
Company_D_5_10,10,6,9,1
Company_D_5_10,10,6,15,1
Company_D_5_10,10,7,13,0
Company_D_5_10,10,8,9,0
Company_D_5_10,10,9,10,0
Company_D_5_10,10,10,11,0
Company_D_5_10,10,12,15,0
Company_D_5_10,10,13,14,0
Company_D_5_10,10,14,15,3
Company_D_5_10,11,1,3,0
Company_D_5_10,11,1,4,0
Company_D_5_10,11,1,8,7
Company_D_5_10,11,2,5,0
Company_D_5_10,11,3,5,0
Company_D_5_10,11,3,7,0
Company_D_5_10,11,3,14,0
Company_D_5_10,11,4,6,0
Company_D_5_10,11,4,8,0
Company_D_5_10,11,4,12,0
Company_D_5_10,11,5,7,0
Company_D_5_10,11,5,14,0
Company_D_5_10,11,6,7,0
Company_D_5_10,11,6,9,9
Company_D_5_10,11,6,15,0
Company_D_5_10,11,7,13,0
Company_D_5_10,11,8,9,0
Company_D_5_10,11,9,10,1
Company_D_5_10,11,10,11,0
Company_D_5_10,11,12,15,0
Company_D_5_10,11,13,14,0
Company_D_5_10,11,14,15,0
Company_D_5_10,12,1,3,0
Company_D_5_10,12,1,4,0
Company_D_5_10,12,1,8,0
Company_D_5_10,12,2,5,0
Company_D_5_10,12,3,5,0
Company_D_5_10,12,3,7,0
Company_D_5_10,12,3,14,0
Company_D_5_10,12,4,6,0
Company_D_5_10,12,4,8,0
Company_D_5_10,12,4,12,0
Company_D_5_10,12,5,7,0
Company_D_5_10,12,5,14,0
Company_D_5_10,12,6,7,0
Company_D_5_10,12,6,9,10
Company_D_5_10,12,6,15,0
Company_D_5_10,12,7,13,0
Company_D_5_10,12,8,9,7
Company_D_5_10,12,9,10,9
Company_D_5_10,12,10,11,0
Company_D_5_10,12,12,15,0
Company_D_5_10,12,13,14,0
Company_D_5_10,12,14,15,0
Company_D_5_10,13,1,3,0
Company_D_5_10,13,1,4,0
Company_D_5_10,13,1,8,0
Company_D_5_10,13,2,5,0
Company_D_5_10,13,3,5,0
Company_D_5_10,13,3,7,0
Company_D_5_10,13,3,14,0
Company_D_5_10,13,4,6,0
Company_D_5_10,13,4,8,0
Company_D_5_10,13,4,12,0
Company_D_5_10,13,5,7,0
Company_D_5_10,13,5,14,0
Company_D_5_10,13,6,7,0
Company_D_5_10,13,6,9,0
Company_D_5_10,13,6,15,0
Company_D_5_10,13,7,13,0
Company_D_5_10,13,8,9,0
Company_D_5_10,13,9,10,17
Company_D_5_10,13,10,11,0
Company_D_5_10,13,12,15,0
Company_D_5_10,13,13,14,0
Company_D_5_10,13,14,15,0
Company_D_5_10,14,1,3,0
Company_D_5_10,14,1,4,0
Company_D_5_10,14,1,8,0
Company_D_5_10,14,2,5,0
Company_D_5_10,14,3,5,0
Company_D_5_10,14,3,7,0
Company_D_5_10,14,3,14,0
Company_D_5_10,14,4,6,0
Company_D_5_10,14,4,8,0
Company_D_5_10,14,4,12,0
Company_D_5_10,14,5,7,0
Company_D_5_10,14,5,14,0
Company_D_5_10,14,6,7,0
Company_D_5_10,14,6,9,0
Company_D_5_10,14,6,15,0
Company_D_5_10,14,7,13,0
Company_D_5_10,14,8,9,0
Company_D_5_10,14,9,10,0
Company_D_5_10,14,10,11,0
